taxon,lineage,probability,pangoLEARN_version,status,note
Sequence_Identifier:RM_6558.aid_6323.SARS-CoV-2|Sample_Identifier:RM_6558|Sample_Name:PUC_MVL_0107|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6775.aid_6318.SARS-CoV-2|Sample_Identifier:RM_6775|Sample_Name:p1d10|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6685.aid_6320.SARS-CoV-2|Sample_Identifier:RM_6685|Sample_Name:MCC9783|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6556.aid_6321.SARS-CoV-2|Sample_Identifier:RM_6556|Sample_Name:PUC_MVL_0104|Segment:SARS-CoV-2,B.1.110,0.96,2020-07-20,passed_qc,
Sequence_Identifier:RM_6557.aid_6322.SARS-CoV-2|Sample_Identifier:RM_6557|Sample_Name:PUC_MVL_0106|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6436.aid_6317.SARS-CoV-2|Sample_Identifier:RM_6436|Sample_Name:PUC_MVL_0378|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6437.aid_6316.SARS-CoV-2|Sample_Identifier:RM_6437|Sample_Name:PUC_MVL_0379|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6645.aid_6315.SARS-CoV-2|Sample_Identifier:RM_6645|Sample_Name:p18d1|Segment:SARS-CoV-2,B.1.5,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6791.aid_6310.SARS-CoV-2|Sample_Identifier:RM_6791|Sample_Name:PUC_MVL_0077|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6434.aid_6312.SARS-CoV-2|Sample_Identifier:RM_6434|Sample_Name:PUC_MVL_0374|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6433.aid_6313.SARS-CoV-2|Sample_Identifier:RM_6433|Sample_Name:PUC_MVL_0373|Segment:SARS-CoV-2,B.1.5,0.82,2020-07-20,passed_qc,
Sequence_Identifier:RM_6790.aid_6309.SARS-CoV-2|Sample_Identifier:RM_6790|Sample_Name:PUC_MVL_0076|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6789.aid_6308.SARS-CoV-2|Sample_Identifier:RM_6789|Sample_Name:PUC_MVL_0075|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6788.aid_6307.SARS-CoV-2|Sample_Identifier:RM_6788|Sample_Name:PUC_MVL_0074|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6504.aid_6306.SARS-CoV-2|Sample_Identifier:RM_6504|Sample_Name:PUC_MVL_0499|Segment:SARS-CoV-2,B.1.1.33,0.93,2020-07-20,passed_qc,
Sequence_Identifier:RM_6786.aid_6305.SARS-CoV-2|Sample_Identifier:RM_6786|Sample_Name:PUC_MVL_0072|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6589.aid_6301.SARS-CoV-2|Sample_Identifier:RM_6589|Sample_Name:PUC_MVL_0175|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6637.aid_6302.SARS-CoV-2|Sample_Identifier:RM_6637|Sample_Name:PUC_MVL_0177|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6590.aid_6303.SARS-CoV-2|Sample_Identifier:RM_6590|Sample_Name:PUC_MVL_0179|Segment:SARS-CoV-2,B.1.110,0.96,2020-07-20,passed_qc,
Sequence_Identifier:RM_6785.aid_6304.SARS-CoV-2|Sample_Identifier:RM_6785|Sample_Name:PUC_MVL_0071|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6587.aid_6300.SARS-CoV-2|Sample_Identifier:RM_6587|Sample_Name:PUC_MVL_0172|Segment:SARS-CoV-2,B.1.110,0.96,2020-07-20,passed_qc,
Sequence_Identifier:RM_6588.aid_6299.SARS-CoV-2|Sample_Identifier:RM_6588|Sample_Name:PUC_MVL_0173|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6793.aid_6298.SARS-CoV-2|Sample_Identifier:RM_6793|Sample_Name:PUC_MVL_0079|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6586.aid_6297.SARS-CoV-2|Sample_Identifier:RM_6586|Sample_Name:PUC_MVL_0171|Segment:SARS-CoV-2,B.1.110,0.77,2020-07-20,passed_qc,
Sequence_Identifier:RM_6617.aid_6291.SARS-CoV-2|Sample_Identifier:RM_6617|Sample_Name:PUC_MVL_0216|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6611.aid_6292.SARS-CoV-2|Sample_Identifier:RM_6611|Sample_Name:PUC_MVL_0210|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6612.aid_6293.SARS-CoV-2|Sample_Identifier:RM_6612|Sample_Name:PUC_MVL_0211|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6613.aid_6294.SARS-CoV-2|Sample_Identifier:RM_6613|Sample_Name:PUC_MVL_0212|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6614.aid_6295.SARS-CoV-2|Sample_Identifier:RM_6614|Sample_Name:PUC_MVL_0213|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6616.aid_6290.SARS-CoV-2|Sample_Identifier:RM_6616|Sample_Name:PUC_MVL_0215|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6615.aid_6289.SARS-CoV-2|Sample_Identifier:RM_6615|Sample_Name:PUC_MVL_0214|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6618.aid_6287.SARS-CoV-2|Sample_Identifier:RM_6618|Sample_Name:PUC_MVL_0218|Segment:SARS-CoV-2,B.1.5,0.93,2020-07-20,passed_qc,
Sequence_Identifier:RM_6683.aid_6282.SARS-CoV-2|Sample_Identifier:RM_6683|Sample_Name:SF6772|Segment:SARS-CoV-2,B.1.5,0.93,2020-07-20,passed_qc,
Sequence_Identifier:RM_6787.aid_6283.SARS-CoV-2|Sample_Identifier:RM_6787|Sample_Name:op18d3|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6759.aid_6284.SARS-CoV-2|Sample_Identifier:RM_6759|Sample_Name:op18d5|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6643.aid_6285.SARS-CoV-2|Sample_Identifier:RM_6643|Sample_Name:p14d7|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6725.aid_6286.SARS-CoV-2|Sample_Identifier:RM_6725|Sample_Name:op19d4|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6505.aid_6278.SARS-CoV-2|Sample_Identifier:RM_6505|Sample_Name:PUC_MVL_0502|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6508.aid_6281.SARS-CoV-2|Sample_Identifier:RM_6508|Sample_Name:PUC_MVL_0507|Segment:SARS-CoV-2,B.1.5,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6656.aid_6277.SARS-CoV-2|Sample_Identifier:RM_6656|Sample_Name:TMM2937|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6375.aid_6275.SARS-CoV-2|Sample_Identifier:RM_6375|Sample_Name:PUC_MVL_0264|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6376.aid_6274.SARS-CoV-2|Sample_Identifier:RM_6376|Sample_Name:PUC_MVL_0265|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6373.aid_6273.SARS-CoV-2|Sample_Identifier:RM_6373|Sample_Name:PUC_MVL_0262|Segment:SARS-CoV-2,B.1.5,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6372.aid_6270.SARS-CoV-2|Sample_Identifier:RM_6372|Sample_Name:PUC_MVL_0261|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6378.aid_6269.SARS-CoV-2|Sample_Identifier:RM_6378|Sample_Name:PUC_MVL_0268|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6379.aid_6268.SARS-CoV-2|Sample_Identifier:RM_6379|Sample_Name:PUC_MVL_0269|Segment:SARS-CoV-2,B.1.5,0.92,2020-07-20,passed_qc,
Sequence_Identifier:RM_6691.aid_6266.SARS-CoV-2|Sample_Identifier:RM_6691|Sample_Name:LRC4163|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6711.aid_6267.SARS-CoV-2|Sample_Identifier:RM_6711|Sample_Name:op5d3_spt|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6750.aid_6263.SARS-CoV-2|Sample_Identifier:RM_6750|Sample_Name:PUC_MVL_0039|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6749.aid_6262.SARS-CoV-2|Sample_Identifier:RM_6749|Sample_Name:PUC_MVL_0038|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6744.aid_6261.SARS-CoV-2|Sample_Identifier:RM_6744|Sample_Name:PUC_MVL_0033|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6743.aid_6260.SARS-CoV-2|Sample_Identifier:RM_6743|Sample_Name:PUC_MVL_0032|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6746.aid_6255.SARS-CoV-2|Sample_Identifier:RM_6746|Sample_Name:PUC_MVL_0035|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6747.aid_6256.SARS-CoV-2|Sample_Identifier:RM_6747|Sample_Name:PUC_MVL_0036|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6748.aid_6257.SARS-CoV-2|Sample_Identifier:RM_6748|Sample_Name:PUC_MVL_0037|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6741.aid_6258.SARS-CoV-2|Sample_Identifier:RM_6741|Sample_Name:PUC_MVL_0030|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6742.aid_6259.SARS-CoV-2|Sample_Identifier:RM_6742|Sample_Name:PUC_MVL_0031|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6745.aid_6254.SARS-CoV-2|Sample_Identifier:RM_6745|Sample_Name:PUC_MVL_0034|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6569.aid_6253.SARS-CoV-2|Sample_Identifier:RM_6569|Sample_Name:PUC_MVL_0131|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6499.aid_6251.SARS-CoV-2|Sample_Identifier:RM_6499|Sample_Name:PUC_MVL_0489|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6497.aid_6247.SARS-CoV-2|Sample_Identifier:RM_6497|Sample_Name:PUC_MVL_0485|Segment:SARS-CoV-2,B.1.1.33,0.98,2020-07-20,passed_qc,
Sequence_Identifier:RM_6496.aid_6248.SARS-CoV-2|Sample_Identifier:RM_6496|Sample_Name:PUC_MVL_0484|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6498.aid_6249.SARS-CoV-2|Sample_Identifier:RM_6498|Sample_Name:PUC_MVL_0487|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6409.aid_6243.SARS-CoV-2|Sample_Identifier:RM_6409|Sample_Name:PUC_MVL_0327|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6408.aid_6242.SARS-CoV-2|Sample_Identifier:RM_6408|Sample_Name:PUC_MVL_0326|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6407.aid_6241.SARS-CoV-2|Sample_Identifier:RM_6407|Sample_Name:PUC_MVL_0325|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6761.aid_6236.SARS-CoV-2|Sample_Identifier:RM_6761|Sample_Name:PUC_MVL_0046|Segment:SARS-CoV-2,B.1.110,0.88,2020-07-20,passed_qc,
Sequence_Identifier:RM_6764.aid_6237.SARS-CoV-2|Sample_Identifier:RM_6764|Sample_Name:PUC_MVL_0049|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6404.aid_6238.SARS-CoV-2|Sample_Identifier:RM_6404|Sample_Name:PUC_MVL_0321|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6405.aid_6239.SARS-CoV-2|Sample_Identifier:RM_6405|Sample_Name:PUC_MVL_0322|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6406.aid_6240.SARS-CoV-2|Sample_Identifier:RM_6406|Sample_Name:PUC_MVL_0323|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6762.aid_6235.SARS-CoV-2|Sample_Identifier:RM_6762|Sample_Name:PUC_MVL_0047|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6677.aid_6234.SARS-CoV-2|Sample_Identifier:RM_6677|Sample_Name:ASC3794|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6712.aid_6233.SARS-CoV-2|Sample_Identifier:RM_6712|Sample_Name:op5d7|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6768.aid_6228.SARS-CoV-2|Sample_Identifier:RM_6768|Sample_Name:PUC_MVL_0053|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6710.aid_6229.SARS-CoV-2|Sample_Identifier:RM_6710|Sample_Name:op5d3|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6751.aid_6230.SARS-CoV-2|Sample_Identifier:RM_6751|Sample_Name:PUC_MVL_0040|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6754.aid_6231.SARS-CoV-2|Sample_Identifier:RM_6754|Sample_Name:PUC_MVL_0043|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6535.aid_6223.SARS-CoV-2|Sample_Identifier:RM_6535|Sample_Name:PUC_MVL_0540|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6539.aid_6220.SARS-CoV-2|Sample_Identifier:RM_6539|Sample_Name:PUC_MVL_0544|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6623.aid_6216.SARS-CoV-2|Sample_Identifier:RM_6623|Sample_Name:PUC_MVL_0225|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6622.aid_6217.SARS-CoV-2|Sample_Identifier:RM_6622|Sample_Name:PUC_MVL_0224|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6624.aid_6218.SARS-CoV-2|Sample_Identifier:RM_6624|Sample_Name:PUC_MVL_0226|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6593.aid_6208.SARS-CoV-2|Sample_Identifier:RM_6593|Sample_Name:PUC_MVL_0183|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6662.aid_6207.SARS-CoV-2|Sample_Identifier:RM_6662|Sample_Name:CPR2424|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6592.aid_6206.SARS-CoV-2|Sample_Identifier:RM_6592|Sample_Name:PUC_MVL_0181|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6595.aid_6203.SARS-CoV-2|Sample_Identifier:RM_6595|Sample_Name:PUC_MVL_0186|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6594.aid_6202.SARS-CoV-2|Sample_Identifier:RM_6594|Sample_Name:PUC_MVL_0184|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6532.aid_6196.SARS-CoV-2|Sample_Identifier:RM_6532|Sample_Name:PUC_MVL_0537|Segment:SARS-CoV-2,B.1.1.1,1.0,2020-07-20,passed_qc,
Sequence_Identifier:RM_6470.aid_6197.SARS-CoV-2|Sample_Identifier:RM_6470|Sample_Name:PUC_MVL_0430|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6472.aid_6199.SARS-CoV-2|Sample_Identifier:RM_6472|Sample_Name:PUC_MVL_0432|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6529.aid_6192.SARS-CoV-2|Sample_Identifier:RM_6529|Sample_Name:PUC_MVL_0533|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6527.aid_6191.SARS-CoV-2|Sample_Identifier:RM_6527|Sample_Name:PUC_MVL_0531|Segment:SARS-CoV-2,B.1.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:RM_6534.aid_6190.SARS-CoV-2|Sample_Identifier:RM_6534|Sample_Name:PUC_MVL_0539|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6714.aid_6189.SARS-CoV-2|Sample_Identifier:RM_6714|Sample_Name:PUC_MVL_0009|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6427.aid_6186.SARS-CoV-2|Sample_Identifier:RM_6427|Sample_Name:PUC_MVL_0362|Segment:SARS-CoV-2,B.1.5,0.93,2020-07-20,passed_qc,
Sequence_Identifier:RM_6426.aid_6185.SARS-CoV-2|Sample_Identifier:RM_6426|Sample_Name:PUC_MVL_0361|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6425.aid_6184.SARS-CoV-2|Sample_Identifier:RM_6425|Sample_Name:PUC_MVL_0360|Segment:SARS-CoV-2,B.1.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:RM_6430.aid_6183.SARS-CoV-2|Sample_Identifier:RM_6430|Sample_Name:PUC_MVL_0366|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6429.aid_6182.SARS-CoV-2|Sample_Identifier:RM_6429|Sample_Name:PUC_MVL_0365|Segment:SARS-CoV-2,B.1.110,0.98,2020-07-20,passed_qc,
Sequence_Identifier:RM_6428.aid_6181.SARS-CoV-2|Sample_Identifier:RM_6428|Sample_Name:PUC_MVL_0364|Segment:SARS-CoV-2,B.1.1.33,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6713.aid_6177.SARS-CoV-2|Sample_Identifier:RM_6713|Sample_Name:op7d1|Segment:SARS-CoV-2,B.1,0.51,2020-07-20,passed_qc,
Sequence_Identifier:RM_6729.aid_6179.SARS-CoV-2|Sample_Identifier:RM_6729|Sample_Name:PUC_MVL_0006|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6585.aid_6180.SARS-CoV-2|Sample_Identifier:RM_6585|Sample_Name:PUC_MVL_0168|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6580.aid_6175.SARS-CoV-2|Sample_Identifier:RM_6580|Sample_Name:PUC_MVL_0162|Segment:SARS-CoV-2,B.1.5,0.94,2020-07-20,passed_qc,
Sequence_Identifier:RM_6583.aid_6174.SARS-CoV-2|Sample_Identifier:RM_6583|Sample_Name:PUC_MVL_0165|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:RM_6582.aid_6173.SARS-CoV-2|Sample_Identifier:RM_6582|Sample_Name:PUC_MVL_0164|Segment:SARS-CoV-2,B.1.5,0.95,2020-07-20,passed_qc,
Sequence_Identifier:RM_6584.aid_6172.SARS-CoV-2|Sample_Identifier:RM_6584|Sample_Name:PUC_MVL_0166|Segment:SARS-CoV-2,B.1.110,0.97,2020-07-20,passed_qc,
Sequence_Identifier:SS_6324.aid_6052.SARS-CoV-2|Sample_Identifier:SS_6324|Sample_Name:20_0208-T32|Segment:SARS-CoV-2,B.1.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6134.aid_6044.SARS-CoV-2|Sample_Identifier:VS_6134|Sample_Name:PV12328|Segment:SARS-CoV-2,B.1,0.64,2020-07-20,passed_qc,
Sequence_Identifier:VS_6174.aid_6041.SARS-CoV-2|Sample_Identifier:VS_6174|Sample_Name:PV12368|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6175.aid_6040.SARS-CoV-2|Sample_Identifier:VS_6175|Sample_Name:PV12369|Segment:SARS-CoV-2,B.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6182.aid_6039.SARS-CoV-2|Sample_Identifier:VS_6182|Sample_Name:PV12376|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6188.aid_6038.SARS-CoV-2|Sample_Identifier:VS_6188|Sample_Name:PV12382|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6194.aid_6035.SARS-CoV-2|Sample_Identifier:VS_6194|Sample_Name:PV12388|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6187.aid_6036.SARS-CoV-2|Sample_Identifier:VS_6187|Sample_Name:PV12381|Segment:SARS-CoV-2,B.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6186.aid_6037.SARS-CoV-2|Sample_Identifier:VS_6186|Sample_Name:PV12380|Segment:SARS-CoV-2,B.1.3,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6055.aid_6034.SARS-CoV-2|Sample_Identifier:VS_6055|Sample_Name:PV09459|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6229.aid_6033.SARS-CoV-2|Sample_Identifier:VS_6229|Sample_Name:PV12423|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6220.aid_6032.SARS-CoV-2|Sample_Identifier:VS_6220|Sample_Name:PV12414|Segment:SARS-CoV-2,B.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6221.aid_6031.SARS-CoV-2|Sample_Identifier:VS_6221|Sample_Name:PV12415|Segment:SARS-CoV-2,B.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6081.aid_6026.SARS-CoV-2|Sample_Identifier:VS_6081|Sample_Name:PV09485|Segment:SARS-CoV-2,B.1.3,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6078.aid_6027.SARS-CoV-2|Sample_Identifier:VS_6078|Sample_Name:PV09482|Segment:SARS-CoV-2,B.1.3,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6079.aid_6028.SARS-CoV-2|Sample_Identifier:VS_6079|Sample_Name:PV09483|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6076.aid_6029.SARS-CoV-2|Sample_Identifier:VS_6076|Sample_Name:PV09480|Segment:SARS-CoV-2,B.1.3,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6077.aid_6030.SARS-CoV-2|Sample_Identifier:VS_6077|Sample_Name:PV09481|Segment:SARS-CoV-2,B.1.1,0.95,2020-07-20,passed_qc,
Sequence_Identifier:VS_6083.aid_6024.SARS-CoV-2|Sample_Identifier:VS_6083|Sample_Name:PV09487|Segment:SARS-CoV-2,B.1,0.97,2020-07-20,passed_qc,
Sequence_Identifier:VS_6082.aid_6023.SARS-CoV-2|Sample_Identifier:VS_6082|Sample_Name:PV09486|Segment:SARS-CoV-2,B.1,0.96,2020-07-20,passed_qc,
Sequence_Identifier:VS_6085.aid_6022.SARS-CoV-2|Sample_Identifier:VS_6085|Sample_Name:PV09489|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6084.aid_6021.SARS-CoV-2|Sample_Identifier:VS_6084|Sample_Name:PV09488|Segment:SARS-CoV-2,B.1.108,0.95,2020-07-20,passed_qc,
Sequence_Identifier:VS_6207.aid_6019.SARS-CoV-2|Sample_Identifier:VS_6207|Sample_Name:PV12401|Segment:SARS-CoV-2,B.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6208.aid_6016.SARS-CoV-2|Sample_Identifier:VS_6208|Sample_Name:PV12402|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6178.aid_6015.SARS-CoV-2|Sample_Identifier:VS_6178|Sample_Name:PV12372|Segment:SARS-CoV-2,B.1.3,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6155.aid_6014.SARS-CoV-2|Sample_Identifier:VS_6155|Sample_Name:PV12349|Segment:SARS-CoV-2,B.1,0.99,2020-07-20,passed_qc,
Sequence_Identifier:VS_6053.aid_6012.SARS-CoV-2|Sample_Identifier:VS_6053|Sample_Name:PV09457|Segment:SARS-CoV-2,B.1,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6059.aid_6005.SARS-CoV-2|Sample_Identifier:VS_6059|Sample_Name:PV09463|Segment:SARS-CoV-2,B.2,0.98,2020-07-20,passed_qc,
Sequence_Identifier:VS_6060.aid_6006.SARS-CoV-2|Sample_Identifier:VS_6060|Sample_Name:PV09464|Segment:SARS-CoV-2,B.1,0.67,2020-07-20,passed_qc,
Sequence_Identifier:VS_6061.aid_6007.SARS-CoV-2|Sample_Identifier:VS_6061|Sample_Name:PV09465|Segment:SARS-CoV-2,B.1.3,0.99,2020-07-20,passed_qc,
